section,heading,xpath,auth_file,auth_xpath_1,auth_xpath_2,comment
leaves,leaf unit,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""leaf""]/@unit, "" "")",,,,"The unit of the leaf measurements, as encoded within the unit element of a dimensions element with @type ""leaf"", within the support description. Common values are mm and in."
layout,n layouts,(//tei:msDesc|//tei:msPart)/count(./tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout),,,,"An integer count of the number of different layouts contained within a manuscript or manuscript part, calculated by counting the number of layout elements within the layout description."
columns,columns,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(./tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@columns, "" ""))",,,,"A count of the number of columns within the manuscript or manuscript part, encoded within the @columns attribute to a layout element within the layout description. This field may contain multiple values when the number of columns is variable, with sections of distinct practice separated by a space."
columns,columns max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@columns, "" ""), "" "")), "" "")",,,,
columns,columns min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@columns, "" ""), "" "")), "" "")",,,,
columns,column height,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" "")",,,,"The height of the columns of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column height max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The maximum height of the columns of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column height min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The minimum height of the columns of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column width,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" "")",,,,"The width of the columns of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column width max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The maximum width of the columns of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column width min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The minimum width of the columns of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""column"", contained within the layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
columns,column unit,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""column""]/@unit, "" "")",,,,"The unit of the column measurements, as encoded within the unit element of a dimensions element with @type ""column"", within the layout description. Common values are mm and in."
rolls,roll height,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" "")",,,,
rolls,roll height max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,
rolls,roll height min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,
rolls,roll width,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" "")",,,,
rolls,roll width max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,
rolls,roll width min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,
rolls,roll unit,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""roll""]/@unit, "" "")",,,,
fragments,fragment height,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" "")",,,,
fragments,fragment height max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,
fragments,fragment height min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,
fragments,fragment width,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" "")",,,,
fragments,fragment width max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,
fragments,fragment width min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,
fragments,fragment unit,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""fragment""]/@unit, "" "")",,,,
written lines,writtenLines,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@writtenLines, ""; "")",,,,"A count of the number of written lines per column within the manuscript or manuscript part, encoded within the @writtenLines attribute to a layout element within the layout description. This field may contain multiple values when the number of lines per column is variable, with sections of distinct practice separated by a space."
written lines,writtenLines max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@writtenLines, "" ""), "" "")), "" "")",,,,"An integer value for the maximum number of written lines per column within the manuscript or manuscript part, calculated from information encoded within the @writtenLines attribute to a layout element within the layout description."
written lines,writtenLines min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@writtenLines, "" ""), "" "")), "" "")",,,,"An integer value for the minimum number of written lines per column within the manuscript or manuscript part, calculated from information encoded within the @writtenLines attribute to a layout element within the layout description."
written lines,written height,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" "")",,,,"The height of the written area of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written height max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The maximum height of the written area of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written height min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The minimum height of the written area of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written width,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" "")",,,,"The width of the written area of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written width max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The maximum width of the written area of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written width min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The minimum width of the written area of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""written"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written lines,written unit,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""written""]/@unit, "" "")",,,,"The unit of the written area measurements, as encoded within the unit element of a dimensions element with @type ""written"", within either the layout or the support description. Common values are mm and in."
ruling,ruledLines,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@ruledLines, "" "")",,,,"A count of the number of ruled lines per column within the manuscript or manuscript part, encoded within the @ruledLines attribute to a layout element within the layout description. This field may contain multiple values when the number of lines per column is variable, with sections of distinct practice separated by a space."
ruling,rulesLines max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@ruledLines, "" ""), "" "")), "" "")",,,,"An integer value for the maximum number of ruled lines per column within the manuscript or manuscript part, calculated from information encoded within the @ruledLines attribute to a layout element within the layout description."
ruling,ruledLines min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@ruledLines, "" ""), "" "")), "" "")",,,,"An integer value for the minimum number of ruled lines per column within the manuscript or manuscript part, calculated from information encoded within the @ruledLines attribute to a layout element within the layout description."
ruling,ruled height,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" "")",,,,"The height of the ruled area of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled height max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The maximum height of the ruled area of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled height min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" "")",,,,"The minimum height of the ruled area of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled width,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" "")",,,,"The width of the ruled area of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled width max,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The maximum width of the ruled area of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled width min,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" "")",,,,"The minimum width of the ruled area of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""ruled"", contained within either the layout or the support description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,ruled unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)//tei:dimensions[@type=""ruled""]/@unit), "" "")",,,,"The unit of the ruled area measurements, as encoded within the unit element of a dimensions element with @type ""ruled"", within either the layout or the support description. Common values are mm and in."
ruling,rulingMedium,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@rulingMedium, "" "")",,,,"Details of the medium or media of the ruling in the manuscript or manuscript part contained within the @rulingMedium attribute to a layout element within the layout description. Common values include ink, leadpoint, hardpoint, crayon, mixed, and board. Multiple values are possible, either within the same section or across different sections of practice, and are separated by a space."
ruling,topLine,"(//tei:msDesc|//tei:msPart)/string-join(tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout/@topLine, "" "")",,,,"Details of whether the written text in the manuscript or manuscript part begins above or below the top line of the ruling, as contained within the @topLine attribute to a layout element within the layout description. The values are usually either above or below. Multiple values are possible, either within the same section or across different sections of practice, and are separated by a space."
contents summary,summary,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:summary, "" ""))",,,,"A summary of the manuscript or manuscript part's contents, as encoded within the summary element of the msContents element."
languages,textLang(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:textLang, "" ""))",,,,"Languages contained within the manuscript or manuscript part, as encoded within the textLang element within the msContents element."
languages,mainLang,"(//tei:msDesc|//tei:msPart)/string-join(tei:msContents/tei:textLang/@mainLang, "" "")",,,,"ISO code for the main language of the contents of the manuscript or manuscript part, as encoded within the @mainLang attribute to the textLang element within the manuscript contents."
languages,otherLangs,"(//tei:msDesc|//tei:msPart)/string-join(tei:msContents/tei:textLang/@otherLangs, "" "")",,,,"ISO code(s) for the secondary language(s) of the contents of the manuscript or manuscript part, as encoded within the @otherLangs attribute to the textLang element within the manuscript contents. When multiple codes are present, these are separated by a space."
texts,num items and parts,"(//tei:msDesc|//tei:msPart)/string-join(tei:msContents/tei:msItem[not(ancestor::tei:msItem)][last()]/@n, "" "")",,,,"A count of the number of items and sub-items within the manuscript or manuscript part, determined by selecting the @n attribute to the last msItem within the manuscript contents which is not itself contained by an msItem element."
texts,work ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem/tei:title/@key, "" ""))",,,,"The identifier(s) given to the work(s) within the manuscript or manuscript part, as found in the @key attribute to the title element within an individual msItem within the manuscript contents, which correspond to those found in the authority file. When multiple works are contained within a manuscript or manuscript part, the identifiers are separated by a space."
texts,title(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem/tei:title, ""; ""))",,,,"The title(s) of the work(s) within the manuscript or manuscript part, as found in the title element within an individual msItem within the manuscript contents. When multiple works are contained within a manuscript or manuscript part, the identifiers are separated by a semi-colon."
texts,standard title(s),"(//tei:msDesc|//tei:msPart)/string-join(""placeholder"", """")",,,,
texts,class(es),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/@class/translate(., ""#"", """")), "" ""))",,,,"Classes associated with the work(s) within the manuscript or manuscript part, as found in the @class attribute within an individual msItem within the manuscript contents. When multiple values appear, they are separated by a space."
texts,associated subject(s),"(//tei:msDesc|//tei:msPart)/string-join(""placeholder"", """")",,,,
texts,subject URI(s),"(//tei:msDesc|//tei:msPart)/string-join(""placeholder"", """")",,,,
people,author(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem//tei:author, ""; "")) ",,,,"Details of the author(s) given for the work(s) contained within each manuscript or manuscript part, as encoded within the author element within each msItem in the manuscript contents. When multiple authors are given within a manuscript or manuscript part, they are separated by a semi-colon."
people,author ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem//tei:author/@key, "" ""))",,,,"The identifier(s) given to the author(s) given for the work(s) contained within the manuscript or manuscript part, as found in the @key attribute to the author element within an individual msItem within the manuscript contents, which correspond to those found in the authority file. When multiple authors are given within a manuscript or manuscript part, they are separated by a space."
origin date,origDate,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/string-join(tei:origDate[not(@type=""addition"" or @type=""additions"")]//text(), """"), "" ""))",,,,"Details of the date of origin of the manuscript or manuscript part, as encoded within an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). This value may be straightforwardly formatted as a date, but may also be formatted as prose, including identification of an individual portion of a century, or an ante/post quem."
origin date,origDate when,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@when, "" "")",,,,"The date of origin of the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin date,origDate notAfter,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@notAfter, "" "")",,,,"The date before which the manuscript or manuscript part was produced, formatted as a date, as encoded within the @notAfter attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin date,origDate notBefore,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@notBefore, "" "")",,,,"The date after which the manuscript or manuscript part was produced, formatted as a date, as encoded within the @notBefore attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin date,certainty,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@cert, "" "")",,,,"The certainty of the dating in the preceding columns, as encoded within the @cert attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). Possible values are high, medium, and low."
origin date,calendar,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@calendar, "" "")",,,,"The calendar used for the dating in the preceding columns, as encoded within the @calendar attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). The most common value is Gregorian."
origin place,origPlace,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/string-join(tei:origPlace[not(@type=""addition"" or @type=""additions"")]//text(), """"), "" "")",,,,"Details of the place of origin of the manuscript or manuscript part, as encoded within an origPlace element  which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin place,country,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:country/string-join(.//text(), """"), ""; ""))",,,,"Details of the country of origin of the manuscript or manuscript part, as encoded within a country element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin place,country ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:country/@key, "" "")",,,,"The identifier given to the country of origin given for the manuscript or manuscript part, as found in the @key attribute to the country element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin place,region,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:region/string-join(.//text(), """"), ""; ""))",,,,"Details of the region of origin of the manuscript or manuscript part, as encoded within a region element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin place,region ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:region/@key, "" "")",,,,"The identifier given to the region of origin given for the manuscript or manuscript part, as found in the @key attribute to the region element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin place,settlement,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:settlement/string-join(.//text(), """"), ""; ""))",,,,"Details of the settlement of origin of the manuscript or manuscript part, as encoded within a settlement element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin place,settlement ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:settlement/@key, "" "")",,,,"The identifier given to the settlement of origin given for the manuscript or manuscript part, as found in the @key attribute to the settlement element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin place,org,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:orgName/string-join(.//text(), """"), ""; ""))",,,,"Details of the origin organisation of the manuscript or manuscript part, as encoded within an orgName element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin place,org ID,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:orgName/@key, "" "")",,,,"The identifier given to the origin organisation given for the manuscript or manuscript part, as found in the @key attribute to the orgName element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
additions date,origDate,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/string-join(tei:origDate[@type=""addition"" or @type=""additions""]//text(), """"), "" ""))",,,,"Details of the date of origin of additions to the manuscript or manuscript part, as encoded within an origDate element which has @type ""addition"" or ""additions"". This value may be straightforwardly formatted as a date, but may also be formatted as prose, including identification of an individual portion of a century, or an ante/post quem."
