section,heading,xpath,auth_file,auth_section,auth_col,separator,comment
written area,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the written area of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""written"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
written area,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""written""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""written""]/@unit), "" "")",,,,,"The unit of the written area measurements, as encoded within the unit element of a dimensions element with @type ""written"", within either the support or layout description. Common values are mm and in."
ruling,n,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@ruledLines]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@ruledLines])[last()]/@ruledLines, "" ""))",,,,,"A count of the number of ruled lines per column within the manuscript or manuscript part, encoded within the @ruledLines attribute to a layout element within the layout description. This field may contain multiple values when the number of lines per column is variable, with sections of distinct practice separated by a space."
ruling,n max,"(//tei:msDesc|//tei:msPart)/string-join(max(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@ruledLines])[last()]/@ruledLines, "" ""), "" "")), "" "")",,,,,"An integer value for the maximum number of ruled lines per column within the manuscript or manuscript part, calculated from information encoded within the @ruledLines attribute to a layout element within the layout description."
ruling,n min,"(//tei:msDesc|//tei:msPart)/string-join(min(tokenize(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@ruledLines])[last()]/@ruledLines, "" ""), "" "")), "" "")",,,,,"An integer value for the minimum number of ruled lines per column within the manuscript or manuscript part, calculated from information encoded within the @ruledLines attribute to a layout element within the layout description."
ruling,height,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:height[@quantity]/@quantity|tei:height[not(@quantity)]), "" ""))",,,,,"The height of the ruled area of the manuscript or manuscript part, as encoded within the height element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,height max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:height/@max|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The maximum height of the ruled area of the manuscript or manuscript part, as encoded within the @max attribute of the height element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,height min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:height/@min|tei:height[@quantity]/@quantity|tei:height[not(@quantity)])[last()], "" ""))",,,,,"The minimum height of the ruled area of the manuscript or manuscript part, as encoded within the @min attribute of the height element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,width,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:width[@quantity]/@quantity|tei:width[not(@quantity)]), "" ""))",,,,,"The width of the ruled area of the manuscript or manuscript part, as encoded within the width element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric, and may be formatted as a range. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,width max,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:width/@max|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The maximum width of the ruled area of the manuscript or manuscript part, as encoded within the @max attribute of the width element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,width min,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/(tei:width/@min|tei:width[@quantity]/@quantity|tei:width[not(@quantity)])[last()], "" ""))",,,,,"The minimum width of the ruled area of the manuscript or manuscript part, as encoded within the @min attribute of the width element within a dimensions element with @type ""ruled"", contained within either the support or layout description. This value may or may not be numeric. In many cases measurements may be rounded, for example to the nearest 5mm. This field may contain multiple values when the layout is variable, with sections of distinct practice separated by a space."
ruling,unit,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values((tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent)[.//tei:dimensions[@type=""ruled""]]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/(tei:layoutDesc/tei:layout|tei:supportDesc/tei:extent))[last()]//tei:dimensions[@type=""ruled""]/@unit), "" "")",,,,,"The unit of the ruled area measurements, as encoded within the unit element of a dimensions element with @type ""ruled"", within either the support or layout description. Common values are mm and in."
ruling,medium,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@rulingMedium]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@rulingMedium])[last()]/@rulingMedium, "" ""))",,,,,"Details of the medium or media of the ruling in the manuscript or manuscript part contained within the @rulingMedium attribute to a layout element within the layout description. Common values include ink, leadpoint, hardpoint, crayon, mixed, and board. Multiple values are possible, either within the same section or across different sections of practice, and are separated by a space."
ruling,top line,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join((tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@topLine]|ancestor::tei:msDesc/tei:physDesc/tei:objectDesc/tei:layoutDesc/tei:layout[@topLine])[last()]/@topLine, "" ""))",,,,,"Details of whether the written text in the manuscript or manuscript part begins above or below the top line of the ruling, as contained within the @topLine attribute to a layout element within the layout description. The values are usually either above or below. Multiple values are possible, either within the same section or across different sections of practice, and are separated by a space."
contents,summary,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:summary/string-join(.,""""), "" ""))",,,,,"A summary of the manuscript or manuscript part's contents, as encoded within the summary element of the msContents element."
contents,lang(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:textLang/string-join(.,""""), "" ""))",,,,,"Languages contained within the manuscript or manuscript part, as encoded within the textLang element within the msContents element."
contents,lang code(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values((tei:msContents/tei:textLang/(@mainLang|@otherLangs) | //tei:msItem/tei:textLang/(@mainLang|@otherLangs))/tokenize(.,"" "")), "" "")",,,,,"ISO code for the main language of the contents of the manuscript or manuscript part, as encoded within the @mainLang attribute to the textLang element within the manuscript contents."
contents,n items and parts,"(//tei:msDesc|//tei:msPart)/string-join(string(count(tei:msContents//tei:msItem)[.>0]), "" "")",,,,,"An integer count of the number of items and sub-items within the manuscript or manuscript part. When none are found, the cell is left empty."
contents,work ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/tei:title/@key), "" ""))",,,,,"The identifier(s) given to the work(s) within the manuscript or manuscript part, as found in the @key attribute to the title element within an individual msItem within the manuscript contents, which correspond to those found in the authority file. When multiple works are contained within a manuscript or manuscript part, the identifiers are separated by a space."
contents,title(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem/tei:title/string-join(.,""""), ""; ""))",,,,,"The title(s) of the work(s) within the manuscript or manuscript part, as found in the title element within an individual msItem within the manuscript contents. When multiple works are contained within a manuscript or manuscript part, the identifiers are separated by a semi-colon."
contents,standard title(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/tei:title/@key), "" ""))",works,title,uniform,semi-colon,"The standardised title(s) of the work(s) within the manuscript or manuscript part, extracted from the authority files. When multiple works are contained within a manuscript or manuscript part, the identifiers are separated by a semi-colon."
contents,class(es),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/@class/translate(., ""#"", """")), "" ""))",,,,,"Classes associated with the work(s) within the manuscript or manuscript part, as found in the @class attribute within an individual msItem within the manuscript contents. When multiple values appear, they are separated by a space."
contents,subject(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/tei:title/@key), "" ""))",works,subjects,list,semi-colon,"The subject(s) associated with the work(s) within the manuscript or manuscript part, extracted from the authority files. When multiple values appear, they are separated by a semi-colon."
contents,subject URI(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem/tei:title/@key), "" ""))",works,subjects,URI(s),space,"URI(s) for the subject(s) associated with the work(s) within the manuscript or manuscript part, extracted from the authority files. When multiple values appear, they are separated by a space."
contents,author(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:msContents/tei:msItem//tei:author/string-join(.,""""), ""; "")) ",,,,,"Details of the author(s) given for the work(s) contained within each manuscript or manuscript part, as encoded within the author element within each msItem in the manuscript contents. When multiple authors are given within a manuscript or manuscript part, they are separated by a semi-colon."
contents,author ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:msContents/tei:msItem//tei:author/@key), "" ""))",,,,,"The identifier(s) given to the author(s) given for the work(s) contained within the manuscript or manuscript part, as found in the @key attribute to the author element within an individual msItem within the manuscript contents, which correspond to those found in the authority file. When multiple authors are given within a manuscript or manuscript part, they are separated by a space."
origin,date,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/string-join(., """"), "" ""))",,,,,"Details of the date of origin of the manuscript or manuscript part, as encoded within an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). This value may be straightforwardly formatted as a date, but may also be formatted as prose, including identification of an individual portion of a century, or an ante/post quem."
origin,when,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@when, "" "")",,,,,"The date of origin of the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,not after,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/(@notAfter|@to|@when)[last()], "" "")",,,,,"The date before which the manuscript or manuscript part was produced, formatted as a date, as encoded within the @notAfter attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,not before,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/(@notBefore|@from|@when)[last()], "" "")",,,,,"The date after which the manuscript or manuscript part was produced, formatted as a date, as encoded within the @notBefore attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,certainty,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@cert), "" "")",,,,,"The certainty of the dating in the preceding columns, as encoded within the @cert attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). Possible values are high, medium, and low."
origin,calendar,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origDate[not(@type=""addition"" or @type=""additions"")]/@calendar), "" "")",,,,,"The calendar used for the dating in the preceding columns, as encoded within the @calendar attribute to an origDate element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""). The most common value is Gregorian."
origin,place,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]/string-join(., """"), ""; ""))",,,,,"Details of the place of origin of the manuscript or manuscript part, as encoded within an origPlace element  which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,country,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:country/string-join(., """"), ""; ""))",,,,,"Details of the country of origin of the manuscript or manuscript part, as encoded within a country element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,country ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:country/@key), "" "")",,,,,"The identifier given to the country of origin given for the manuscript or manuscript part, as found in the @key attribute to the country element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin,region,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:region/string-join(., """"), ""; ""))",,,,,"Details of the region of origin of the manuscript or manuscript part, as encoded within a region element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,region ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:region/@key), "" "")",,,,,"The identifier given to the region of origin given for the manuscript or manuscript part, as found in the @key attribute to the region element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin,settlement,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:settlement/string-join(., """"), ""; ""))",,,,,"Details of the settlement of origin of the manuscript or manuscript part, as encoded within a settlement element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,settlement ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:settlement/@key), "" "")",,,,,"The identifier given to the settlement of origin given for the manuscript or manuscript part, as found in the @key attribute to the settlement element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
origin,org,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:orgName/string-join(., """"), ""; ""))",,,,,"Details of the origin organisation of the manuscript or manuscript part, as encoded within an orgName element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions"")."
origin,org ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[not(@type=""addition"" or @type=""additions"")]//tei:orgName/@key), "" "")",,,,,"The identifier given to the origin organisation given for the manuscript or manuscript part, as found in the @key attribute to the orgName element within an origPlace element which does not contain details of additions (and therefore does not have @type ""addition"" or ""additions""), which corresponds to that found in the authority file."
additions,date,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/string-join(., """"), "" ""))",,,,,"Details of the date of origin of additions to the manuscript or manuscript part, as encoded within an origDate element which containd details of additions (and therefore has @type ""addition"" or ""additions""). This value may be straightforwardly formatted as a date, but may also be formatted as prose, including identification of an individual portion of a century, or an ante/post quem."
additions,when,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@when, "" "")",,,,,"The date of origin of additions to the manuscript or manuscript part, formatted as a date, as encoded within the @when attribute to an origDate element which has @type ""addition"" or ""additions""."
additions,not after,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/(@notAfter|@to|@when)[last()], "" "")",,,,,"The date before which additions to the manuscript or manuscript part were completed, formatted as a date, as encoded within the @notAfter attribute to an origDate element which has @type ""addition"" or ""additions""."
additions,not before,"(//tei:msDesc|//tei:msPart)/string-join(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/(@notBefore|@from|@when)[last()], "" "")",,,,,"The date after which additions to the manuscript or manuscript part were completed, formatted as a date, as encoded within the @notBefore attribute to an origDate element which has @type ""addition"" or ""additions""."
additions,certainty,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@cert), "" "")",,,,,"The certainty of the dating in the preceding columns, as encoded within the @cert attribute to an origDate element which has @type ""addition"" or ""additions"". Possible values are high, medium, and low."
additions,calendar,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origDate[@type=""addition"" or @type=""additions""]/@calendar), "" "")",,,,,"The calendar used for the dating in the preceding columns, as encoded within the @calendar attribute to an origDate element which has @type ""addition"" or ""additions"". The most common value is Gregorian."
additions,place,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]/string-join(., """"), "" ""))",,,,,"Details of the place of origin of additions to the manuscript or manuscript part, as encoded within an origPlace element  which has @type ""addition"" or ""additions""."
additions,country,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:country/string-join(., """"), ""; ""))",,,,,"Details of the country of origin of additions to the manuscript or manuscript part, as encoded within a country element within an origPlace element which has @type ""addition"" or ""additions""."
additions,country ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:country/@key), "" "")",,,,,"The identifier given to the country of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the country element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions,region,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:region/string-join(., """"), ""; ""))",,,,,"Details of the region of origin of additions to the manuscript or manuscript part, as encoded within a region element within an origPlace element which has @type ""addition"" or ""additions""."
additions,region ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:region/@key), "" "")",,,,,"The identifier given to the region of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the region element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions,settlement,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:settlement/string-join(., """"), ""; ""))",,,,,"Details of the settlement of origin of additions to the manuscript or manuscript part, as encoded within a settlement element within an origPlace element which has @type ""addition"" or ""additions""."
additions,settlement ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:settlement/@key), "" "")",,,,,"The identifier given to the settlement of origin given for additions to the manuscript or manuscript part, as found in the @key attribute to the settlement element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
additions,org,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:orgName/string-join(., """"), ""; ""))",,,,,"Details of the origin organisation of additions to the manuscript or manuscript part, as encoded within an orgName element within an origPlace element which has @type ""addition"" or ""additions""."
additions,org ID,"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:origin/tei:origPlace[@type=""addition"" or @type=""additions""]//tei:orgName/@key), "" "")",,,,,"The identifier given to the origin organisation given for additions to the manuscript or manuscript part, as found in the @key attribute to the orgName element within an origPlace element which has @type ""addition"" or ""additions"", which corresponds to that found in the authority file."
accompanying material,overview,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat/string-join(., """"), "" ""))",,,,,"Accompanying details included within the catalogue entry for the manuscript or manuscript part, as encoded within the accMat element within the physical description."
accompanying material,locus,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:locus[text()]/string-join(.,""""), ""; ""))",,,,,"Details of any locus or loci included within a locus element within the accMat element. When multiple loci are given, they are separated using a semi-colon."
accompanying material,person(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:persName/string-join(.,""""), ""; ""))",,,,,"The names of any person(s) referenced within the accompanying material, as encoded within a persName element within the accMat element. When multiple persons are given, they are separated using a semi-colon."
accompanying material,person ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:physDesc/tei:accMat//tei:persName/@key), "" ""))",,,,,"The identifier(s) given to the person(s) associated with the manuscript or manuscript part, as found in the @key attribute to a persName element within the accMat element, which correspond to those found in the authority file. When multiple persons are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,place(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:placeName/string-join(.,""""), ""; ""))",,,,,"The names of any place(s) referenced within the accompanying material, as encoded within a placeName element within the accMat element. When multiple places are given, they are separated using a semi-colon."
accompanying material,place ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:physDesc/tei:accMat//tei:placeName/@key), "" ""))",,,,,"The identifier(s) given to the place(s) associated with the manuscript or manuscript part, as found in the @key attribute to a placeName element within the accMat element, which correspond to those found in the authority file. When multiple places are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,org(s) referenced,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:orgName/string-join(.,""""), ""; ""))",,,,,"The names of any organisation(s) referenced within the accompanying material, as encoded within a orgName element within the accMat element. When multiple organisations are given, they are separated using a semi-colon."
accompanying material,org ID(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(distinct-values(tei:physDesc/tei:accMat//tei:orgName/@key), "" ""))",,,,,"The identifier(s) given to the organisation(s) associated with the manuscript or manuscript part, as found in the @key attribute to a orgName element within the accMat element, which correspond to those found in the authority file. When multiple organisations are given for the accompanying material to a manuscript or manuscript part, they are separated by a space."
accompanying material,title(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:title/string-join(.,""""), ""; ""))",,,,,"Details of any title(s) given for bibliographic material within the accompanying material, as encoded within a title element. When multiple titles are given, they are separated using a semi-colon."
accompanying material,ref(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:ref/string-join(.,""""), ""; ""))",,,,,"Details of any reference(s) given for bibliographic material within the accompanying material, as encoded within a ref element. When multiple references are given, they are separated using a semi-colon."
accompanying material,ref URI(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:physDesc/tei:accMat//tei:ref/@target, "" ""))",,,,,"Details of any URI(s) given for bibliographic material within the accompanying material, as encoded within a ref element. When multiple references are given, they are separated using a space."
provenance,overview,"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance/string-join(., """"), ""; ""))",,,,,"Details of the provenance of the manuscript or manuscript part, as encoded within a provenance element within the history element."
provenance,author name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""aut"") or contains(@role, ""auth"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as an author through an appropriate @role attribute.
provenance,author ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""aut"") or contains(@role, ""auth"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as an author through an appropriate @role attribute."
provenance,scribe name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""scr"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a scribe through an appropriate @role attribute.
provenance,scribe ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""scr"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a scribe through an appropriate @role attribute."
provenance,signer name(s),"(//tei:msDesc|//tei:msPart)/normalize-space(string-join(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""sgn"")]/string-join(., """"), ""; ""))",,,,,Details of any person(s) named within the provenance information within a persName element and identified as a signer through an appropriate @role attribute.
provenance,signer ID(s),"(//tei:msDesc|//tei:msPart)/string-join(distinct-values(tei:history/tei:provenance//(tei:persName|tei:orgName)[contains(@role,""sgn"")]/@key), "" "")",,,,,"The identifier(s), corresponding to those found in the authority file, given for any person(s) named within the provenance information within a persName element and identified as a signer through an appropriate @role attribute."
