file URL,msID,shelfmark,collection,part,part type,summary,deco description,type,locus,from,to,date,when,notAfter,notBefore,calendar,scribe name(s),scribe code(s),signer name(s),signer code(s),artist name(s),artist code(s),patron name(s),patron code(s),dedicatee name(s),dedicatee code(s),former owner name(s),former owner code(s),donor name(s),donor code(s),other person name(s),other person code(s),artist name(s),artist code(s),other org name(s),other org code(s),placeName(s),place code(s),bibl(s),ref(s),ref URI(s)
manuscript_2018,,,Bywater,MS_Bywater_37-part6,,,"Dialogue 10. A tree-stump, from which a new branch is growing; a banderole above is inscribed 'Resurrexi et adhuc tecum sum.'; half-page.",drawing,(fol. 314v),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2018,,,Bywater,MS_Bywater_37-part4,,,"Several simple pen-drawn diagrams are incorporated into the text to illustrate it (e.g. fols. 124v, 130r, etc.).",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2018,,,Bywater,MS_Bywater_37-part1,,,No colour is used.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2020,,,Bywater,MS_Bywater_4,,,Headpieces in penwork accompanied by initials with penwork executed by the scribe at the beginning of each new section of text.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2020,,,Bywater,MS_Bywater_4,,,Titles and initials in vermillion,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2021,,,Bywater,MS_Bywater_5,,,"Headings, chapter numbers, running titles, paraphs in red; underlinings, and capitals touched in red, in text 4 and the first few leaves of text 5.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2021,,,Bywater,MS_Bywater_5,,,Plain red initials; that on fol. 1r enclosing a repeat design in brown ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2022,,,Bywater adds,MS_Bywater_adds_1,,,"Each of the three books with a fine 7- or 8-line illuminated white vine-stem initial, the letter in gold, the vine-stems against a green and reddish ground, the whole on a blue field, with foliate extensions into the margins, each with a bird, the first two also with a butterfly: The decoration is now attributed to (cf. references under MS. Buchanan c. 1) by A.C. de la Mare, who formerly attributed it to Battista di Biagio Sanguini ( . 1392–1451). Book I : inhabited by a putto wielding a spear (Sotheby & Co., 1972, pl. facing p. 19). Book II : inhabited by a reclining (?) cherub. Book III : with no figure. Bartolomeo di Antonio Varnucci (1410 (?) - 1479) c",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2022,,,Bywater adds,MS_Bywater_adds_1,,,Headings in reddish ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2023,,,Bywater adds,MS_Bywater_adds_2,,,"One 8-line (?) painted (?) initial, excised during the medieval period, now replaced by a later (probably post-medieval) substitute. The amount of space left by the scribe indicates that the original initial was probably eight lines high. This was excised, leaving an irregular hole 63–5 × 57–8 mm. The hole was patched on the recto with a somewhat ragged-edged piece of parchment 74–6 × 64–5 mm., and on both recto and verso of this was written, in a 15th-century (?) gothic bookhand, the text that had been excised. Backlighting suggests that a large letter 'T' was also supplied to replace the lost original, but this has now been covered by a second piece of parchment, 61–2 × 59–60 mm., on which is painted an initial in imitation of the two originals which survive on the page. Canon of the Mass. Initial T[e igitur]. Two 7-line painted initials painted in a typical 'Channel style' palette and style; each consisting of a blue openwork letter, within and through which scrolls of foliage are enmeshed, inhabited by 'white lions', a foliate stem in each terminating with a dragon's head; on a blue ground with a red frame, each with a semée of white triple dots: Initial P[er omnia secula]. Initial U[ere dignum]. One 10-line initial: First Sunday in Advent. Initial A[d te leuaui]: a 'puzzle' initial in red and blue, the outside of the letter with scallopped penwork in red and blue, the body of the letter filled with intertwining scrolls, terminating in foliage or palmettes, the reserved ground with a semée of blue circlets and trefoils; the left stroke of the letter descending the length of the left margin, and joining a horizontal block of decoration in the lower margin, incorporating two pairs of addorsed 'dog's' heads. One 5-line initial: Christmas Day. Initial P[uer natus est]: a 'puzzle' initial using only red and the reserved ground, surrounded by and filled with penwork in blue. One 4-line initial, perhaps intended to be a 5-line initial, for the Preface for Apostles: Initial U[ere dignum], with a horizontal cross-stroke forming a cross with the second upright of the letter; similar to the initial on fol. 7r. Eight 3-line 'puzzle' initials in red and blue, the first two having the red part with blue penwork, and vice versa; the remainder using only red for the penwork: Epiphany. Initial E[cce aduenit] Easter. Initial R[esurrexi] Ascension. Initial U[iri galilei] Sanctorale. Initial E[t enim sederunt] Purification. Initial S[uscepimus deus] Nativity of The Virgin. Initial G[audemus omnes] All Saints. Initial G[audemus omnes] Dedication of a Church. Initial T[erribilis] Two 3-line initials in red, with blue penwork, or vice versa: Pentecost. Initial S[piritus domini] Assumption. Initial G[audemus omnes]",other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2023,,,Bywater adds,MS_Bywater_adds_2,,,"Headings in red, capitals touched in red ink.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2024,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_22-6,,ii. 800 ('in different styles'):Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2024,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_22-6,,ii. 800 ('in different styles'):Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2025,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_54-5,,,"Coloured initials, rubrics.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2025,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_54-5,,,Initials. ( ii. 456) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2026,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_65-9,,,Good miniatures,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2026,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_65-9,,,Diagrams.,diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2026,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_65-9,,,Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2026,,,Canon Bibl Lat,MSS_Canon_Bibl_Lat_65-9,,,"Initials. Illuminated by . The first part was written by 'habitatorem Varambonis in Brescia', and volumes III, IV, and V after his death by , born at Hennegau. Calligraphic flourishes. ( i. 822) Pierre Vanye of Lyon Henri de Beaujardin Jean Broquet, clerk of the diocese of Cambrai Pächt and Alexander",decInit,,,,,,,,,"Henri de Beaujardin; Jean Broquet, clerk of the diocese of Cambrai",person_96535913 person_590,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2027,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_1,,"ii. 77, pl. VII)Pächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2027,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_1,,"ii. 77, pl. VII)Pächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2028,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_10,,,Decoration Good initials. ( iii. 506) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2029,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_11,,i. 531:Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2029,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_11,,i. 531:Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2030,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_12,,,Fleuronnée initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2031,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_13,,,Good fleuronnée initials. ( ii. 81) Pächt and Alexander,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2032,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_14,,"ii. 82, pl. VII:Pächt and Alexander",Good fleuronnée initials.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2032,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_14,,"ii. 82, pl. VII:Pächt and Alexander","Elaborate capitals in red and blue (1, 35v, 48, 60v, 80, etc.); illuminated initials and coloured figures of the apostles from fol.104 onwards.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2032,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_14,,"ii. 82, pl. VII:Pächt and Alexander",Fine miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2032,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_14,,"ii. 82, pl. VII:Pächt and Alexander",Good painted initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2033,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_15,,,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2033,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_15,,,"Other initials. Fore-edge painting, 16th century (?). ( i. 545) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2036,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_18,,i. 546 ('in French (north-eastern) style. Italian script and parchment.'):Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2036,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_18,,i. 546 ('in French (north-eastern) style. Italian script and parchment.'):Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2041,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_27,,ii. 309 ('related to the style of '):Pächt and AlexanderAttavante,"Illuminated initials (some historiated), coloured initials, rubrics.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2041,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_27,,ii. 309 ('related to the style of '):Pächt and AlexanderAttavante,Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2041,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_27,,ii. 309 ('related to the style of '):Pächt and AlexanderAttavante,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2042,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_28,,"ii. 310, pl. XXVIII:Pächt and Alexander",Fine historiated initials. (),histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2042,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_28,,"ii. 310, pl. XXVIII:Pächt and Alexander",Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2042,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_28,,"ii. 310, pl. XXVIII:Pächt and Alexander","Illuminated initials (one historiated), coloured initials, rubrics.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2043,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_29,,,"Fine drawings added in pen and with a point, fol. 179, 15th century, beginning. ( ii. 766) Pächt and Alexander",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2043,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_29,,,"Red capitals, sometimes with a design (fols. 1, 6, 90 ) v",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2044,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_3,,,Decoration Good initials. ( i. 516) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2045,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_30,,,1-line plain blue (occasionally red) initials and paragraph signs in the marginal gloss.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2045,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_30,,,Rubrics in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2045,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_30,,,"2- to 3-line red initials, occasionally with blue penwork at the beginning of psalms.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2045,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_30,,,"Large red penwork initials and opening words written in red capitals, flourished in red and blue, at the beginnings of psalms 1 (fol. 1r), 26 (fol. 30v), 38 (fol. 52r), 52 (fol. 73r), 68 (fol. 93r), 80 (fol. 118v), 97 (fol. 141r), 109r (fol. 163r) and Athanasian Creed (fol. 224r). The initial of psalm 1 is approx 9 lines high; other initials are 3 to 6 lines high.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2045,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_30,,,1-line plain red initials at the beginning of verses and periods.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2049,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_34,,,Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2049,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_34,,,"Other initials. ( ii. 53, pl. V) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2050,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_35,,,"Fine historiated initial. ( ii. 54, pl. V) Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2051,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_36,,"ii. 100, pl. IXPächt and Alexander",Fine borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2051,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_36,,"ii. 100, pl. IXPächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2051,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_36,,"ii. 100, pl. IXPächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2053,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_38,,,"Fine historiated initials (coloured pen drawings). Same style as , written by Johannes in 1423 for Francesco Foscari, doge of Venice ( ii. 458, pl. XLV) Cambridge, Fitzwilliam Museum MS. 301 Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge, Fitzwilliam Museum MS. 301",Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2053,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_38,,,"Coloured initials (some historiated), rubrics.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2055,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_4,,"ii. 69, pl. VIPächt and Alexander",Good initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2055,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_4,,"ii. 69, pl. VIPächt and Alexander",Good penwork borders.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2056,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_40,,,"Decoration Good initials, some retouched. ( ii. 60) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2057,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_41,,"i. 547, pl. XLI:Pächt and Alexander",Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2057,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_41,,"i. 547, pl. XLI:Pächt and Alexander",Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2058,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_42-part1,,,Rubrics in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2058,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_42-part1,,,1-line alternating red and blue initials with simple red or blue penwork at the beginnings of verses and periods.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2058,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_42-part1,,,9-line red and blue penwork Beatus ‘puzzle’ initial (fol. 2r); the opening words of the psalm are written in red or blue capitals decorated with penwork.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2058,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_42-part1,,,"5- (the first four) or 6-line (the last three) red and blue penwork initials at psalms 26 (fol. 10v), 38 (fol. 15v), 52 (fol. 20v), 68 (fol. 25r), 80 (fol. 31v), 97 (fol. 37r) and 109 (fol. 42v); the opening words of psalms are written in capitals with red penwork decoration.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2058,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_42-part1,,,"2-line alternating red and blue initials with contrasting blue or red penwork at the beginnings of psalms, canticles and prayers.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2059,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_43,,,Other initials throughout in plain red.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2059,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_43,,,A space left blank for one other large initial (fol. 113r).,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2059,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_43,,,"One four-line pen-drawn initial (fol. 1r), with coiling foliate forms and buds in brown ink, and red dots. ( i. 47) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2060,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_44a,,,Decoration Initials. ( ii. 1050) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2061,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_44b,,"ii. 93, pl. VIII:Pächt and Alexander",Other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2061,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_44b,,"ii. 93, pl. VIII:Pächt and Alexander",One fine historiated initial.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Last Supper (fol. 50v),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Good Friday (fol. 53v),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,"The framed space before Easter day (fol. 57v) is filled by a 12-cent. drawing in brown with orange elements: The and : from left to right, the cave-like sepulchre with the discarded burial cloth; the angel sitting on the stone that has been rolled away (Matt. 28:2); Mary Magdalene kneeling before Christ, who blesses her and holds the cross of the Resurrection. Empty Tomb Noli me tangere",drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Pentecost (fol. 67v; full-page),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Holy Saturday (fol. 57r),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Ascension (fol. 65v; full-page),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Palm Sunday (fol. 34v),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Purification (fol. 9v),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Christmas (fol. 1v),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,Epiphany (fol. 5r),unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2062,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_45,,,"Major feasts and other Sundays with initials (typically 4- or 3-line respectively, but letters with ascenders/descenders, and ‘I’s, are often much taller) in gold, outlined and ornamented with orange, on a blue ground; in the first quire they also use a silver metal; initials for minor feasts (typically 2-line) and rubrics in gold on an orange ground; major feasts with 1-line capitals in gold.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2064,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_47,,i. 562:Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2064,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_47,,i. 562:Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2065,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_48,,ii. 89 ('mutilated and partly unfinished'):Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2065,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_48,,ii. 89 ('mutilated and partly unfinished'):Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2066,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_49,,ii. 148:Pächt and Alexander,Good historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2066,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_49,,ii. 148:Pächt and Alexander,Good other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2067,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_5,,,Decoration Good initials. ( ii. 85) Pächt and Alexander,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2070,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_52,,"i. 548, pl. XLI:Pächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2070,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_52,,"i. 548, pl. XLI:Pächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2072,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_56,,,"Other initials. Written by , fol. 469r. ( ii. 78, pl. VII) Lanfrancus de Pancis de Cremona Pächt and Alexander",decInit,,,,,,,,,Lanfrancus de Pancis de Cremona,person_750,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2072,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_56,,,Fine historiated borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2072,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_56,,,Historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2073,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_57,,,Important miniatures.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2073,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_57,,,"Historiated initials. At the end the cost of the decoration of the MS. is itemized. ( ii. 90, pl. VIII) Pächt and Alexander",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2073,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_57,,,Historiated borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2074,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_58,,"ii. 597, pl. LVII:Pächt and Alexander",Fine historiated borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2074,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_58,,"ii. 597, pl. LVII:Pächt and Alexander",Fine historiated initials.,histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2075,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_59,,"ii. 102, pl. IX:Pächt and Alexander",Fine other initials.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2075,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_59,,"ii. 102, pl. IX:Pächt and Alexander","Drawing, fol. 27v, . 1400. c",drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2075,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_59,,"ii. 102, pl. IX:Pächt and Alexander","Fine historiated initials. Partly mutilated. Historiated initials of 15th century, fols. 191r, 418r, 422v. )",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2077,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_60,,,"Initials. ( i.82, pl. VII) Pächt and Alexander",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
manuscript_2077,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_60,,,Borders.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manuscript_2077,,,Canon Bibl Lat,MS_Canon_Bibl_Lat_60,,,"Miniatures: full-page evangelist portraits, fols. 14v, 48v, 73v, 109v.",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
