metadata: hand UID,metadata: file URL,metadata: collection,metadata: msID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,overview: hands,overview: total hands,person: scribe ref,person: hand n,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: loci,locus: locus,locus: from,locus: to,date: date,date: when,date: notAfter,date: notBefore,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
Merton_College_Q_3_10_38_hand_1,manuscript_10905,Merton_fragments,Merton_College_Q_3_10_38,Merton College Q. 3. 10 (38),,Q_3_10_38,,Written in a large textura.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_39_hand_1,manuscript_10813,Merton_fragments,Merton_College_Q_3_10_39,Merton College Q. 3. 10 (39),,Q_3_10_39,,Written in a large textura.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_41–2_hand_1,manuscript_10815,Merton_fragments,Merton_College_Q_3_10_41–2,Merton College Q. 3. 10 (41-2),,Q_3_10_41-2,,Written in a large liturgical hand.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_44–5_hand_1,manuscript_10909,Merton_fragments,Merton_College_Q_3_10_44–5,Merton College Q. 3. 10 (44-5),,Q_3_10_44-5,,Written in a small textura.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_46–7_hand_1,manuscript_10910,Merton_fragments,Merton_College_Q_3_10_46–7,Merton College Q. 3. 10 (46-7),,Q_3_10_46-7,,Written in textura.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Q_3_10_48–51_hand_1,manuscript_10819,Merton_fragments,Merton_College_Q_3_10_48–51,Merton College Q. 3. 10 (48-51),,Q_3_10_48-51,,Written in gothic rotunda bookhand.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Stack_121_b_10_hand_1,manuscript_10888,Merton_fragments,Merton_College_Stack_121_b_10,Merton College Stack 121. b. 10,,Merton_College_Stack_121_b_10,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Merton_College_Stack_A9_B58_hand_1,manuscript_10891,Merton_fragments,Merton_College_Stack_A9_B58,Merton College Stack A9/B58,,Merton_College_Stack_A9_B58,,Written in a large hand.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_A_1_11_Art_Seld_hand_1,manuscript_10000,fragments_in_printed_books,MS_A_1_11_Art_Seld,"A 1.11 Art. Seld., pastedowns to the upper and lower board",,MS_A_1_11_Art_Seld,,"Northern Textualis. A small gothic book-hand of medium quality, probably English and datable to the later 13th or possibly early 14th century. Most likely the work of two different scribes for the text and the gloss (as indicated, for example, by two forms of ‘box-a’). Punctuation with punctus and punctus elevatus; red and blue paraphs. One red chapter heading. A smaller script is employed for the gloss; lemmata underlined. English origin is indicated, for example, by the letter ‘a’ in the gloss, which rises slightly above the headline (ex inf. Patricia Stirnemann).",,,,,,,,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Add_A_2_hand_1,manuscript_39,Add A,MS_Add_A_2,MS. Add. A. 2,,MS_Add_A_2,,Humanistic script (Pächt and Alexander ii. 820),,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_A_11_hand_1,manuscript_9,Add A,MS_Add_A_11,MS. Add. A. 11,,MS_Add_A_11,,'Hoc opus scriptum fuit per me Benedictum de gramignis notarium. Anno domini currente Millesimo quadringintessimo quadragessimo tertio'.,,,,,Benedictum de gramignis notarium,person_2741,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_15_hand_1,manuscript_16,Add A,MS_Add_A_15,MS. Add. A. 15,,MS_Add_A_15,,"Humanistic script related to that of Jacobus de Machariis of Venice . (Pächt and Alexander ii. 555, pl. LII)",,,,,Jacobus de Machariis of Venice,person_572,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_A_26_hand_1,manuscript_46,Add A,MS_Add_A_26,MS. Add. A. 26,,MS_Add_A_26,,"Hybrida (with several cursive forms), likely written in a single hand.",1,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Add_A_30_hand_1,manuscript_57,Add A,MS_Add_A_30,MS. Add. A. 30,MS. Add. A. 30 – Part 1 (fols. 1–236),MS_Add_A_30-part1,,"Additions in cursive scripts except fols. 110v-116v, in hybrida.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_44_hand_1,manuscript_66,Add A,MS_Add_A_44,MS. Add. A. 44,,MS_Add_A_44,,Protogothic script by several hands.,,,,,,,major,0,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Add_A_44_hand_2,manuscript_66,Add A,MS_Add_A_44,MS. Add. A. 44,,MS_Add_A_44,,15th-century additions in textualis,,,,,,,minor,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Add_A_44_hand_3,manuscript_66,Add A,MS_Add_A_44,MS. Add. A. 44,,MS_Add_A_44,,15th-century additions in (fol. 124r) secretary.,,,,,,,minor,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Add_A_61_hand_1,manuscript_71,Add A,MS_Add_A_61,MS. Add. A. 61,,MS_Add_A_61,,"Written with varying degrees of informality and irregularity by several small and often cursive hands of the glossing type. The least formal hand has deeply-split ascenders and uses simple, crude letter-forms; the tall decorated ascenders on the first line of a page reflect documentary practice. The shaft of the Tironian nota is crossed in places; a has both the Caroline minuscule and two-compartment forms; the only ligature in use is de; round-backed d is standard; tall s is used in final position; g is crank-tailed. The Insular enim-compendium occurs. The ink is dark brown",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_92_hand_1,manuscript_76,Add A,MS_Add_A_92,MS. Add. A. 92,,MS_Add_A_92,,"Cursive, by Martin Luther, in several shades of reddish brown and pink ink.",,,,,Martin Luther,person_14773105,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Add_A_167_hand_1,manuscript_21,Add A,MS_Add_A_167,MS. Add. A. 167,,MS_Add_A_167,,"Two hands: (a) fol. 1–182v (b) fols. 183–192. Probably Hans and Hans-Johann Pirckheimer. Hans studied in Padua for several years and was in Rome at the beginning of 1455. Cf. A. Reimann, Die älteren Pirckheimer (1944); N. Holzberg, Willibald Pirckheimer: griechischer Humanismus in Deutschland (1981).",,,,,Hans; Hans-Johann Pirckheimer,person_69338373 person_45097499,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_188_hand_1,manuscript_34,Add A,MS_Add_A_188,MS. Add. A. 188,,MS_Add_A_188,,"Proto-gothic bookhand, accented for reading aloud; the parts with music in smaller script.",,,,,,,,0,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Add_A_188_hand_2,manuscript_34,Add A,MS_Add_A_188,MS. Add. A. 188,"MS. Add. A. 188 – lifted pastedowns (fols. i, 168)",MS_Add_A_188-endleaves,fragment,Southern Gothic textualis (Bononiensis),,,,,,,,0,,,,,,,,,textualisSouthern,,,,,,,,,,,,
MS_Add_A_189_hand_1,manuscript_35,Add A,MS_Add_A_189,MS. Add. A. 189,,MS_Add_A_189,,Humanistica cursiva.,,,,,,,,0,,,,,,,,,humanisticaCursiva,,,,,,,,,,,,
MS_Add_A_196_hand_1,manuscript_36,Add A,MS_Add_A_196,MS. Add. A. 196,,MS_Add_A_196,,Written by 'T.M.' in 1590 (Pächt and Alexander iii. 1205),,,,,'T.M.',person_9,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_hand_1,manuscript_47,Add A,MS_Add_A_263,MS. Add. A. 263,MS. Add. A. 263 – Part A (fols. 1–48),MS_Add_A_263-part1,,"Formal gothic bookhand; it is common that insufficient space has been left for the rubrics, which are absent after fol. 26r.",,,,,,,,0,,,,,,,,,textualisNorthern,formata,,,,,,,,,,,
MS_Add_A_263_hand_2,manuscript_47,Add A,MS_Add_A_263,MS. Add. A. 263,MS. Add. A. 263 – Part B (fols. 49–64),MS_Add_A_263-part2,,Formal gothic bookhand,,,,,,,,0,,,,,,,,,textualisNorthern,formata,,,,,,,,,,,
MS_Add_A_263_hand_3,manuscript_47,Add A,MS_Add_A_263,MS. Add. A. 263,,MS_Add_A_263-endleaves-1,fragment,Cursiva antiquior,,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Add_A_263_hand_4,manuscript_47,Add A,MS_Add_A_263,MS. Add. A. 263,,MS_Add_A_263-endleaves-3,fragment,Cursive documentary script.,,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Add_A_263_hand_5,manuscript_47,Add A,MS_Add_A_263,MS. Add. A. 263,,MS_Add_A_263-endleaves-4,fragment,Formal Gothic bookhand,,,,,,,,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Add_A_280_hand_1,manuscript_51,Add A,MS_Add_A_280,MS. Add. A. 280,,MS_Add_A_280,,"Cursive, with many loopless forms, by one hand.",,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Add_A_286_hand_1,manuscript_54,Add A,MS_Add_A_286,MS. Add. A. 286,,MS_Add_A_286,,Gothic bookhand.,,,,,,,,0,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Add_A_371_hand_1,manuscript_62,Add A,MS_Add_A_371,MS. Add. A. 371,,MS_Add_A_371,,Humanistic script. (Pächt and Alexander ii. 699),,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_B_54_hand_1,manuscript_86,Add B,MS_Add_B_54,MS. Add. B. 54,,MS_Add_B_54,,Humanistic script.,,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_B_110_hand_1,manuscript_80,Add B,MS_Add_B_110,MS. Add. B. 110,,MS_Add_B_110,,Humanistic script. (Pächt and Alexander ii. 371),,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_B_111_hand_1,manuscript_81,Add B,MS_Add_B_111,MS. Add. B. 111,,MS_Add_B_111,,Humanistic script. (Pächt and Alexander ii. 426).,,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_14_hand_1,manuscript_104,Add C,MS_Add_C_14,MS. Add. C. 14,,MS_Add_C_14,,"Humanistic script. (Pächt and Alexander ii. 285, pl. XXVI)",,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_15_hand_1,manuscript_114,Add C,MS_Add_C_15,MS. Add. C. 15,,MS_Add_C_15,,"Caroline minuscule by two (?) hands, fols. 1-75v (quires 1-10) and fols. 76r-157v.",2,,,,,,,0,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Add_C_25_hand_1,manuscript_133,Add C,MS_Add_C_25,MS. Add. C. 25,,MS_Add_C_25,,"Humanistic script. (Pächt and Alexander ii. 516, pl. XLIX)",,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_29_hand_1,manuscript_149,Add C,MS_Add_C_29,MS. Add. C. 29,,MS_Add_C_29,,Formal cursive bookhand.,,,,,,,,0,,,,,,,,,cursiva,formata,,,,,,,,,,,
MS_Add_C_73_hand_1,manuscript_157,Add C,MS_Add_C_73,MS. Add. C. 73,,MS_Add_C_73,,Humanistic script.,,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_108_hand_1,manuscript_94,Add C,MS_Add_C_108,MS. Add. C. 108,,MS_Add_C_108,,Gothic hybrida.,,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Add_C_109_hand_1,manuscript_10024,Add C,MS_Add_C_109,MS. Add. C. 109,,MS_Add_C_109,,Gothic hybrida.,,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Add_C_110_hand_1,manuscript_10025,Add C,MS_Add_C_110,MS. Add. C. 110,,MS_Add_C_110,,Gothic hybrida; the added final text written more formally.,,,,,,,,0,,,,,,,,,hybrida,,,,,,,,,,,,
MS_Add_C_138_hand_1,manuscript_102,Add C,MS_Add_C_138,MS. Add. C. 138,,MS_Add_C_138,,"Written in humanistic script. Annotations in the early hand of Bartolomeo Sanvito of Padua. (Pächt and Alexander ii. 412, pl. XL)",,,,,Bartolomeo Sanvito of Padua,person_95884244,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_139_hand_1,manuscript_103,Add C,MS_Add_C_139,MS. Add. C. 139,,MS_Add_C_139,,"Humanistic script. (Pächt and Alexander ii. 258, pl. XXIII)",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_149_hand_1,manuscript_113,Add C,MS_Add_C_149,MS. Add. C. 149,,MS_Add_C_149,,Humanistic script. (Pächt and Alexander ii. 271),,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_249_hand_1,manuscript_132,Add C,MS_Add_C_249,MS. Add. C. 249,,MS_Add_C_249,,Humanistic script. (Pächt and Alexander ii. 869),,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_C_264_hand_1,manuscript_138,Add C,MS_Add_C_264,MS. Add. C. 264,,MS_Add_C_264,,"Fol. 58: 'Per Paulum Johannis de Mannasseis de Interamna [probably Terni, Umbria] scriptus florentie existentem officialem officialem maiorem magnifice Artis lane florentine Sub annis dominj Millesimo iiijc xxv et xxvj videlicet per annum.' To fol. 121v of the volume is partly in the same hand, undated; the writer's name appears in an initial on fol. 107 and he wrote the final section, fols. 107–18v.",,,,,Paulum Johannis de Mannasseis de Interamna,person_933,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_283_hand_1,manuscript_146,Add C,MS_Add_C_283,MS. Add. C. 283,,MS_Add_C_283,,"Humanistic script. (Pächt and Alexander ii. 383, pl. XXXVII)",,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Add_D_46_hand_1,manuscript_174,Add D,MS_Add_D_46,MS. Add. D. 46,,MS_Add_D_46,,"Fol. 139: 'Finito libro isto detur gloria christo. anno 1430 .26. Mensis Iunij', and 'Johannes Moguntinus [Mainz] scripsit'. For other manuscripts written by him see Colophons de mss, iii, nos. 10389–90, to which can probably be added BL, MS Harley 2663, fols. 1–103 and certainly the former Chester Beatty Livy (Dec. iii), MS. W. 118 (sold 3 Dec. 1968 lot. 29 and again, Sotheby's, 13 July 1977, lot 56), Blickling Hall, Norfolk, MS 6917, Paris, BnF, lat. 15635. Other MSS. probably by him are Milan, Ambros. H int. 88 and Bologna, Bibl. Comunale A. 68.",,,,,Johannes Moguntinus,person_2828,,0,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_47_hand_1,manuscript_175,Add D,MS_Add_D_47,MS. Add. D. 47,,MS_Add_D_47,,"Large formal rounded Gothic book hand, black ink",,,,,,,,0,,,,,,,,,textualisSouthern,formata,,,,,,,,,,,
MS_Arch_Selden_B_24_hand_1,manuscript_8849,Arch Selden,MS_Arch_Selden_B_24,MS. Arch. Selden. B. 24,,MS_Arch_Selden_B_24,,"The manuscript was copied by two main scribes, both writing in a secretary book hand (see M.B. Parkes, plate 13.ii, English Cursive Book Hands 1250-1500 (Oxford, 1969; rpt. 1980)). The first scribe wrote fols. 1-209v, stopping halfway down the page at line 1239 of The Kingis Quair, and probably also fol. 229r (see below). The first leaf of the manuscript is a cancel and replaces the original (presumably lost) first page of Troilus and Criseyde. Whether this leaf was written by the same scribe at a later date or a third scribe has been the topic of debate (see R.K. Root, 1914; W.A. Craige, 1940). The identity of this scribe has been suggested by George Neilson (1899) as the Scottish scribe James Graye, although this has been refuted. The first scribe’s hand has been identified in three other Scottish manuscripts: National Library of Scotland, MS acc. 9253; St John’s College, Cambridge, MS G.19 (187); and an unnamed late fifteenth-century Latin and Scots manuscript in the possession of the Right Honourable the Earl of Dalhousie. The second scribe wrote fols. 209v-228v. The identity of this scribe has been linked with ‘V. de F.’ whose name appears in Part VI of Cambridge University Library, MS Kk.1.5, but this is unconfirmed. The hand of fol. 229 closely resembles the first scribe, and potentially once belonged to a now lost quire which was originally bound earlier in the manuscript. The short poems on fols. 231v-230r are in another hand (or hands) to the main scribes.",2,,,,,,,0,,,,,,,,,secretary,,,,,,,,,,,,
MS_Arch_Selden_B_50_hand_1,manuscript_8873,Arch Selden,MS_Arch_Selden_B_50,MS. Arch. Selden. B. 50,,MS_Arch_Selden_B_50,,Humanistic script.,,,,,,,,0,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Ash_Rolls_33_hand_1,manuscript_197,Ash Rolls,MS_Ash_Rolls_33,MS. Ash. Rolls 33,,,,"item 1, neat Anglicana",,,,,,,major,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ash_Rolls_33_hand_2,manuscript_197,Ash Rolls,MS_Ash_Rolls_33,MS. Ash. Rolls 33,,,,"item 2, secretary",,,,,,,major,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Ash_Rolls_33_hand_3,manuscript_197,Ash Rolls,MS_Ash_Rolls_33,MS. Ash. Rolls 33,,,,Anglicana,,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ash_Rolls_53_hand_1,manuscript_9969,Ash Rolls,MS_Ash_Rolls_53,MS. Ash. Rolls 53,,MS_Ash_Rolls_53,,Said to be copied by Simon Forman,,,,,Simon Forman,person_64901269,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_55_hand_1,manuscript_360,Ashmole,MS_Ash_Rolls_55,MS. Ash. Rolls 55,,MS_Ash_Rolls_55,,Textualis,,,,,,,,0,,,,,,,,,textualis,,,,,,,,,,,,
MS_Ashmole_34_hand_1,manuscript_322,Ashmole,MS_Ashmole_34,MS. Ashmole 34,,MS_Ashmole_34,,"One hand throughout which writes the text and marginal glosses. Bastard secretary, in a professional and consistent hand. Sarah Peverley identifies the same hand in MS. Douce 345.",1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Ashmole_35_hand_1,manuscript_331,Ashmole,MS_Ashmole_35,MS. Ashmole 35,,MS_Ashmole_35,,One scribe; secretary with some anglicana forms.,1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Ashmole_39_hand_1,manuscript_338,Ashmole,MS_Ashmole_39,MS. Ashmole 39,,MS_Ashmole_39,,"Anglicana with Secretary influence, in one consistent and competent hand of the late fifteenth century. Typical double-compartment a, long r, looped ascenders on d, l, b, and h, and sigma-shaped s. Late Medieval English Scribes proposes that the scribe can be identified as John Brode, whose hand also appears in Bodleian Library, MS Digby 181, part 1 (copied second half xv) and John Rylands Library, MS English 113 (copied c.1475–1500). However, though the hands are certainly contemporary there are inconsistent graphs between the Ashmole hand and Brode's hand, for instance: the Ashmole tight anglicana g vs Brode's hour-glass secretary g, the Ashmole long r that opens at the baseline vs Brode's long r that is open from the bottom, the Ashmole sigma s with long horizontal extension in final position vs Brode's narrow sigma s, the Ashmole downwards flourish to the of crossbar vs Brode's short crossbar, and the Ashmole single-stroke ampersand vs Brode's ampersand with suspended crossbar. Instead, it is likely that the two scribes are contemporary and trained in a similar milleiu, but are not the same individuals. For the identification of Brode's hand in MS Digby 181 and MS English 113, see Daniel W. Mosser, The Scribe of Chaucer Manuscripts Rylands English 113 and Bodleian Digby 181, Manuscripta, 34 (1990), 129-47; and Simon Horobin, Manuscripts and Scribes, Chaucer: Contemporary Approaches, eds. Susanna Fein and David Raybin (Pennsylvania, 2009), pp. 67-82 (72-6).",1,,,,John Brode,person_4719,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_40_hand_1,manuscript_344,Ashmole,MS_Ashmole_40,MS. Ashmole 40,,MS_Ashmole_40,,"Anglicana Formata, in a professional and bold hand of the late fifteenth century. Typical double-compartment a, looped d, and sigma-shaped s. The tight form g and the angular looped d with a triangular lower lobe suggest a hand of the third quarter of the fifteenth century with Secretary influences.",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_41_hand_1,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS. Ashmole 41 – Part 1 (fols. 1-133),MS_Ashmole_41-part1,,"One hand throughout, in a bold and neat anglicana formata.",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_41_hand_2,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS. Ashmole 41 – Part 2 (fols. 134-159),MS_Ashmole_41-part2,,The first hand is a neat and consistent anglicana formata.,2,,,,,,minor,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_41_hand_3,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,MS. Ashmole 41 – Part 2 (fols. 134-159),MS_Ashmole_41-part2,,The second hand is a larger and more cursive anglicana with secretary a.,2,,,,,,major,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_43_hand_1,manuscript_348,Ashmole,MS_Ashmole_43,MS. Ashmole 43,,MS_Ashmole_43,,"Written in a small Anglicana hand by one scribe in brown ink. Görlach (p. 74) suggests that the scribe has attempted to reproduce features of a dignified book hand on the basis of an engrossing hand, with upright and square proportions.",,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_45_hand_1,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part A || (fols. 1r-41v),MS_Ashmole_45-part1,,"Two hands. The Earl of Toulouse is in a neat anglicana of the first half of the sixteenth century. Features are two forms of two-compartment a: a variety with parallel sides and horizontal cross bar with a scooped stroke forming the head (used mid-word), and a variety that resembles an upper case graph with angular body and looped head (used for the indefinite article and word-beginning); looped d with angular lobe and long trailing tag when in final position; two compartment g with diamond-shaped head; two forms of looped h: an angular variety with triangular closed head-loop and long curving tail-stroke, and a rounded variety when following t or g where the head-loop follows on from the cross bar of the previous letter; both long and short zetoid r; and both long and short sigma s at word-end. Several speculations can be made about the nature of the scribe's copying. The strapwork initials are characteristic of legal and government scribes in London in the 1520's and 30's (see Perkins, 2015, p. 1; Meale, 1996, p. 226). The quality of the script and consistency of the hand (despite the lack of ruling) also suggest an individual experienced in copying long-form codices. A significant degree of planning was required for the layout and mise-en-page to ensure that every iteration of Leve we now coincided with the first line of the page.Works by William Fitzwilliam are autograph, in a messy secretary script of the sixteenth century. Features are single compartment a; long diagonal f with trailing descender; both long and short s; and unlooped y with exaggerated right-curling descender. Multiple stints in varying shades of ink can be identified throughout.",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_45_hand_2,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part B ||,MS_Ashmole_45-part2,,"One hand throughout, in a neat and consistent secretary script, with occasional anglicana features. Single-compartment a and short z-shaped r are used. The body of g is closed by a separate horizontal stroke. Both looped and un-looped variety of d, h, and l appear. A more ornate display script is used for headings to the poem and Table of Contents, running titles, the first few words of each stanza from folios 18r, and the first item in each alphabetical part of the Table of Contents.",1,,,,,,,0,,,,,,,,,cursiva,,,,,,,,,,,,
MS_Ashmole_45_hand_3,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part C,MS_Ashmole_45-part3,,"In one hand throughout, in a legible secretary script of the seventeenth century.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_hand_4,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,MS. Ashmole 45 || Part D,MS_Ashmole_45-part4,,"One hand throughout, in a legible secretary script.",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_46_hand_1,manuscript_351,Ashmole,MS_Ashmole_46,MS. Ashmole 46,,MS_Ashmole_46,,"Anglicana Formata with Secretary influence, in a consistent professional hand of the late fifteenth century. Typical double-compartment a, looped ascenders on d, l, b, and h, and sigma-shaped s. The g closed with a separate crossbar and the angular looped d with a triangular lower lobe suggest a hand with Secretary influences of the second half of the fifteenth century, perhaps the third quarter. In their edition of Lydgate's Lives of Ss Edmund and Fremund (2009), Anthony Bale and A.S.G. Edwards identify this scribe's hand in two other fifteenth century manuscripts of this text: British Library, MS Yates Thompson 47 and an un-numbered manuscript owned by the Duke of Norfolk. Bale and Edwards suggest this scribe was based in Bury St Edmunds, either within the Abbey or in a secular environment.Kathleen Scott identifies a total of ten manuscripts containing this hand, which she dubbs the 'Edmund-Fremund scribe', all containing works by Lydgate ( Lydgate's , 1982). Four of these are copies of Lives of Saints Edmund and Fremundthe Lives of Saints Edmund and Fremund. There is ongoing debate regarding the full extent of the scribe's contribution to British Library MS Harley 2255.The Quarto Catalogue suggests the manuscript shares a scribe with the presentation copy of The Lives of Ss Edmund and Fremund, British Library MS Harley 2278, however a comparison of the scripts suggests they were copied by different individuals, although likely in the same environment in Bury St Edmunds. MS Harley 2278 can confidently be dated to between 1434 and 1444 (due to its connection to Henry VI and his sojourn at Bury St Edmunds Abbey in 1434), whereas MS Ashmole 46 suggests a date of several decades later after 1461 (due to the replacement of references to Henry VI with the name of Edward IV). The dates therefore also make it unlikely that these two manuscripts shared a scribe.",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_59_hand_1,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 - flyleaves (i-ii),MS_Ashmole_59-flyleaves,,Written by John Shirley.,,,,,John Shirley,person_32160336,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_59_hand_2,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 – Part 1 (fols. 1–133),MS_Ashmole_59-part1,,"Predominantly in one hand, John Shirley (parchment flyleaves and folios 1-130r), in a consistent secretary script of the mid fifteenth century. A second fifteenth-century hand on folio 130v, also in a secretary script but displaying some anglicana influences. A third hand on folio 131v, also of the fifteenth century, in a more formal anglicana script. A fourth hand on folios 131v-132r in a scruffy secretary script of the late fifteenth-early sixteenth century. A fifth hand on folios 132v-133r and 134r in a neat secretary script of the mid fifteenth century.",5,,,,John Shirley,person_32160336,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_59_hand_3,manuscript_356,Ashmole,MS_Ashmole_59,MS. Ashmole 59,MS. Ashmole 59 – Part 2,MS_Ashmole_59-part2,,"The hand changes noticeably at folio 143v. The first hand is an untidy cursive secretary of the sixteenth century. This hand copies the first sixteen pages without ruling and in varying levels of size and legibility, ending at the foot of folio 143v mid-stanza. The second hand continues the stanza at the top of folio 144r, in a neater secretary script with anglicana influences. This hand is more consistent in size and writes within frame ruling.",2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_61_hand_1,manuscript_359,Ashmole,MS_Ashmole_61,MS. Ashmole 61,,MS_Ashmole_61,,"Anglicana with secretary /a/, by one scribe, signing as 'Rate' or 'Rathe'; possibly to be identified with one of the man named William Ratt or Rot(te) active in Leicester in the late fifteenth or early sixteenth centuries. Scribal drawings of fish and flowers throughout the manuscript have been associated with a device of Leicester's Corpus Christi guild (Blanchfield).",1,,,,,,,0,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Ashmole_304_hand_1,manuscript_317,Ashmole,MS_Ashmole_304,MS. Ashmole 304,,MS_Ashmole_304,,"Written by Matthew Paris, except for fols. 53r-55v.",,,,,Matthew Paris,person_34451801,,0,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_hand_1,manuscript_325,Ashmole,MS_Ashmole_342,MS. Ashmole 342,MS. Ashmole 342 – Part E (fols. 115-137),MS_Ashmole_342-part5,,Two different hands.,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
